starttime,tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,start_date,start_time,end_date,end_time,tripduration_minutes,ride_type,age,start_weekday
2019-12-16 00:00:30.088,397,2019-12-16 00:00:30.088,2019-12-16 00:07:07.120,3744,1 Ave & E 5 St,40.725864,-73.986389,504,1 Ave & E 16 St,40.73221853,-73.98165557,38908,Subscriber,1975,2,2019-12-16 00:00:00.000,00:00:30.0880,2019-12-16 00:00:00.000,00:07:07.1200,7,journey,44,Monday
2019-12-16 00:00:34.114,1480,2019-12-16 00:00:34.114,2019-12-16 00:25:14.817,3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151,335,Washington Pl & Broadway,40.72903917,-73.99404649,28892,Customer,1998,1,2019-12-16 00:00:00.000,00:00:34.1140,2019-12-16 00:00:00.000,00:25:14.8170,25,journey,21,Monday
2019-12-16 00:00:35.872,603,2019-12-16 00:00:35.872,2019-12-16 00:10:39.237,3350,W 100 St & Broadway,40.797372100000004,-73.97041192,3167,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,14943,Subscriber,1988,1,2019-12-16 00:00:00.000,00:00:35.8720,2019-12-16 00:00:00.000,00:10:39.2370,10,journey,31,Monday
2019-12-16 00:00:36.208,812,2019-12-16 00:00:36.208,2019-12-16 00:14:09.142,545,E 23 St & 1 Ave,40.736502,-73.97809472,446,W 24 St & 7 Ave,40.74487634,-73.99529885,18858,Subscriber,1992,2,2019-12-16 00:00:00.000,00:00:36.2080,2019-12-16 00:00:00.000,00:14:09.1420,14,journey,27,Monday
2019-12-16 00:00:38.225,389,2019-12-16 00:00:38.225,2019-12-16 00:07:08.014,3744,1 Ave & E 5 St,40.725864,-73.986389,504,1 Ave & E 16 St,40.73221853,-73.98165557,42008,Subscriber,1963,1,2019-12-16 00:00:00.000,00:00:38.2250,2019-12-16 00:00:00.000,00:07:08.0140,6,journey,56,Monday
2019-12-16 00:00:41.726,1633,2019-12-16 00:00:41.726,2019-12-16 00:27:55.688,128,MacDougal St & Prince St,40.72710258,-74.00297088,3709,W 15 St & 6 Ave,40.73804614248277,-73.99642959237099,19571,Subscriber,1995,1,2019-12-16 00:00:00.000,00:00:41.7260,2019-12-16 00:00:00.000,00:27:55.6880,27,journey,24,Monday
2019-12-16 00:00:55.844,604,2019-12-16 00:00:55.844,2019-12-16 00:10:59.972,3078,Broadway & Roebling St,40.70924826276157,-73.96063148975372,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,16002,Customer,1994,2,2019-12-16 00:00:00.000,00:00:55.8440,2019-12-16 00:00:00.000,00:10:59.9720,10,journey,25,Monday
2019-12-16 00:00:57.128,305,2019-12-16 00:00:57.128,2019-12-16 00:06:02.602,3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151,445,E 10 St & Avenue A,40.72740794,-73.98142006,17465,Subscriber,1999,1,2019-12-16 00:00:00.000,00:00:57.1280,2019-12-16 00:00:00.000,00:06:02.6020,5,journey,20,Monday
2019-12-16 00:00:59.604,193,2019-12-16 00:00:59.604,2019-12-16 00:04:12.854,3687,E 33 St & 1 Ave,40.74322681432173,-73.97449783980845,174,E 25 St & 1 Ave,40.7381765,-73.97738662,39016,Subscriber,1981,2,2019-12-16 00:00:00.000,00:00:59.6040,2019-12-16 00:00:00.000,00:04:12.8540,3,journey,38,Monday
2019-12-16 00:01:01.774,279,2019-12-16 00:01:01.774,2019-12-16 00:05:41.191,400,Pitt St & Stanton St,40.71926081,-73.98178024,340,Madison St & Clinton St,40.71269042,-73.98776323,40823,Subscriber,1978,2,2019-12-16 00:00:00.000,00:01:01.7740,2019-12-16 00:00:00.000,00:05:41.1910,5,journey,41,Monday
