starttime,tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,start_date,start_time,end_date,end_time,tripduration_minutes,ride_type,age,start_weekday
2019-12-15 20:00:01.044,290,2019-12-15 20:00:01.044,2019-12-15 20:04:51.911,3398,Smith St & 9 St,40.67469570000001,-73.99785768,3352,Sigourney St & Columbia St,40.67267243410948,-74.00879524648191,41615,Subscriber,1977,1,2019-12-15 00:00:00.000,20:00:01.0440,2019-12-15 00:00:00.000,20:04:51.9110,5,journey,42,Sunday
2019-12-15 20:00:08.802,565,2019-12-15 20:00:08.802,2019-12-15 20:09:34.212,3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959596,3141,1 Ave & E 68 St,40.76500525,-73.95818491,39415,Subscriber,1982,1,2019-12-15 00:00:00.000,20:00:08.8020,2019-12-15 00:00:00.000,20:09:34.2120,9,journey,37,Sunday
2019-12-15 20:00:08.920,1838,2019-12-15 20:00:08.920,2019-12-15 20:30:46.985,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,20792,Customer,1969,0,2019-12-15 00:00:00.000,20:00:08.9200,2019-12-15 00:00:00.000,20:30:46.9850,31,joy_ride,50,Sunday
2019-12-15 20:00:10.818,279,2019-12-15 20:00:10.818,2019-12-15 20:04:50.106,494,W 26 St & 8 Ave,40.74734825,-73.99723551,435,W 21 St & 6 Ave,40.74173969,-73.99415556,41270,Subscriber,1955,1,2019-12-15 00:00:00.000,20:00:10.8180,2019-12-15 00:00:00.000,20:04:50.1060,5,journey,64,Sunday
2019-12-15 20:00:12.621,824,2019-12-15 20:00:12.621,2019-12-15 20:13:57.411,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,39223,Subscriber,1967,1,2019-12-15 00:00:00.000,20:00:12.6210,2019-12-15 00:00:00.000,20:13:57.4110,14,journey,52,Sunday
2019-12-15 20:00:14.712,163,2019-12-15 20:00:14.712,2019-12-15 20:02:58.646,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,3812,University Pl & E 14 St,40.734814,-73.992085,40650,Subscriber,1998,1,2019-12-15 00:00:00.000,20:00:14.7120,2019-12-15 00:00:00.000,20:02:58.6460,3,journey,21,Sunday
2019-12-15 20:00:28.705,467,2019-12-15 20:00:28.705,2019-12-15 20:08:15.980,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,16570,Subscriber,1961,2,2019-12-15 00:00:00.000,20:00:28.7050,2019-12-15 00:00:00.000,20:08:15.9800,8,journey,58,Sunday
2019-12-15 20:00:31.125,1371,2019-12-15 20:00:31.125,2019-12-15 20:23:22.852,3053,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000001,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,32630,Customer,2001,1,2019-12-15 00:00:00.000,20:00:31.1250,2019-12-15 00:00:00.000,20:23:22.8520,23,journey,18,Sunday
2019-12-15 20:00:32.967,344,2019-12-15 20:00:32.967,2019-12-15 20:06:17.081,3246,Montague St & Clinton St,40.694281141397326,-73.99230033159256,261,Johnson St & Gold St,40.69474881,-73.98362464,38250,Subscriber,1955,1,2019-12-15 00:00:00.000,20:00:32.9670,2019-12-15 00:00:00.000,20:06:17.0810,6,journey,64,Sunday
2019-12-15 20:00:33.015,689,2019-12-15 20:00:33.015,2019-12-15 20:12:02.036,3068,Humboldt St & Varet St,40.7031724,-73.940636,3879,Broadway & Madison St,40.68822,-73.91966,40690,Subscriber,1990,2,2019-12-15 00:00:00.000,20:00:33.0150,2019-12-15 00:00:00.000,20:12:02.0360,11,journey,29,Sunday
