starttime,tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,start_date,start_time,end_date,end_time,tripduration_minutes,ride_type,age,start_weekday
2019-12-15 00:00:01.529,1070,2019-12-15 00:00:01.529,2019-12-15 00:17:51.919,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,35274,Subscriber,1988,2,2019-12-15 00:00:00.000,00:00:01.5290,2019-12-15 00:00:00.000,00:17:51.9190,18,journey,31,Sunday
2019-12-15 00:00:10.100,1756,2019-12-15 00:00:10.100,2019-12-15 00:29:27.096,471,Grand St & Havemeyer St,40.71286844,-73.95698119,3846,Central Ave & Himrod St,40.69676,-73.92302,28405,Customer,1989,2,2019-12-15 00:00:00.000,00:00:10.1000,2019-12-15 00:00:00.000,00:29:27.0960,29,journey,30,Sunday
2019-12-15 00:00:12.226,230,2019-12-15 00:00:12.226,2019-12-15 00:04:03.125,479,9 Ave & W 45 St,40.76019252,-73.9912551,478,11 Ave & W 41 St,40.76030096,-73.99884222,34295,Subscriber,1988,1,2019-12-15 00:00:00.000,00:00:12.2260,2019-12-15 00:00:00.000,00:04:03.1250,4,journey,31,Sunday
2019-12-15 00:00:16.385,686,2019-12-15 00:00:16.385,2019-12-15 00:11:42.665,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,42026,Subscriber,1989,2,2019-12-15 00:00:00.000,00:00:16.3850,2019-12-15 00:00:00.000,00:11:42.6650,11,journey,30,Sunday
2019-12-15 00:00:21.888,1770,2019-12-15 00:00:21.888,2019-12-15 00:29:52.244,2000,Front St & Washington St,40.70255088,-73.98940236,3100,Nassau Ave & Newell St,40.724812564400175,-73.94752621650694,40756,Customer,1980,1,2019-12-15 00:00:00.000,00:00:21.8880,2019-12-15 00:00:00.000,00:29:52.2440,30,journey,39,Sunday
2019-12-15 00:00:24.068,605,2019-12-15 00:00:24.068,2019-12-15 00:10:29.975,3680,E 43 St & 5 Ave,40.754120810779256,-73.98025184869765,450,W 49 St & 8 Ave,40.76227205,-73.98788205,35033,Subscriber,1989,1,2019-12-15 00:00:00.000,00:00:24.0680,2019-12-15 00:00:00.000,00:10:29.9750,10,journey,30,Sunday
2019-12-15 00:00:27.733,492,2019-12-15 00:00:27.733,2019-12-15 00:08:40.467,285,Broadway & E 14 St,40.73454567,-73.99074142,116,W 17 St & 8 Ave,40.74177603,-74.00149746,41250,Subscriber,1988,2,2019-12-15 00:00:00.000,00:00:27.7330,2019-12-15 00:00:00.000,00:08:40.4670,8,journey,31,Sunday
2019-12-15 00:00:30.090,888,2019-12-15 00:00:30.090,2019-12-15 00:15:18.872,379,W 31 St & 7 Ave,40.749156,-73.9916,519,Pershing Square North,40.751872999999996,-73.97770600000001,31056,Customer,2000,1,2019-12-15 00:00:00.000,00:00:30.0900,2019-12-15 00:00:00.000,00:15:18.8720,15,journey,19,Sunday
2019-12-15 00:00:36.061,298,2019-12-15 00:00:36.061,2019-12-15 00:05:34.622,3069,Lorimer St & Broadway,40.70411791,-73.94818595,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,40393,Subscriber,1993,1,2019-12-15 00:00:00.000,00:00:36.0610,2019-12-15 00:00:00.000,00:05:34.6220,5,journey,26,Sunday
2019-12-15 00:00:37.232,186,2019-12-15 00:00:37.232,2019-12-15 00:03:43.822,3159,W 67 St & Broadway,40.77492513,-73.98266566,3697,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747851,41168,Subscriber,1992,1,2019-12-15 00:00:00.000,00:00:37.2320,2019-12-15 00:00:00.000,00:03:43.8220,3,journey,27,Sunday
2019-12-15 00:00:40.565,545,2019-12-15 00:00:40.565,2019-12-15 00:09:45.664,331,Pike St & Monroe St,40.71173107,-73.99193043,401,Allen St & Rivington St,40.72019576,-73.98997825,38718,Subscriber,1987,1,2019-12-15 00:00:00.000,00:00:40.5650,2019-12-15 00:00:00.000,00:09:45.6640,9,journey,32,Sunday
2019-12-15 00:00:42.535,1789,2019-12-15 00:00:42.535,2019-12-15 00:30:32.049,422,W 59 St & 10 Ave,40.770513,-73.988038,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,38903,Subscriber,1972,1,2019-12-15 00:00:00.000,00:00:42.5350,2019-12-15 00:00:00.000,00:30:32.0490,30,journey,47,Sunday
2019-12-15 00:00:48.053,171,2019-12-15 00:00:48.053,2019-12-15 00:03:39.791,363,West Thames St,40.70834698,-74.01713445,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,17653,Subscriber,1995,1,2019-12-15 00:00:00.000,00:00:48.0530,2019-12-15 00:00:00.000,00:03:39.7910,3,journey,24,Sunday
2019-12-15 00:00:54.109,695,2019-12-15 00:00:54.109,2019-12-15 00:12:29.959,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,461,E 20 St & 2 Ave,40.73587678,-73.98205027,40500,Subscriber,1998,1,2019-12-15 00:00:00.000,00:00:54.1090,2019-12-15 00:00:00.000,00:12:29.9590,12,journey,21,Sunday
2019-12-15 00:01:00.742,1693,2019-12-15 00:01:00.742,2019-12-15 00:29:14.407,471,Grand St & Havemeyer St,40.71286844,-73.95698119,3846,Central Ave & Himrod St,40.69676,-73.92302,18221,Customer,1992,1,2019-12-15 00:00:00.000,00:01:00.7420,2019-12-15 00:00:00.000,00:29:14.4070,28,journey,27,Sunday
2019-12-15 00:01:01.606,722,2019-12-15 00:01:01.606,2019-12-15 00:13:04.111,239,Willoughby St & Fleet St,40.69196566,-73.9813018,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,29718,Subscriber,1990,2,2019-12-15 00:00:00.000,00:01:01.6060,2019-12-15 00:00:00.000,00:13:04.1110,12,journey,29,Sunday
